impedance_pneumography_n_peaks_ampd,impedance_pneumography_n_peaks_msptd,impedance_pneumography_n_feets_msptd,impedance_pneumography_peak_method,impedance_pneumography_resp_rate_mean,impedance_pneumography_resp_rate_std,impedance_pneumography_resp_rate_min,impedance_pneumography_resp_rate_max,impedance_pneumography_resp_rate_median,impedance_pneumography_bbi_mean,impedance_pneumography_bbi_std,impedance_pneumography_bbi_cv,impedance_pneumography_bbi_range,impedance_pneumography_bbi_iqr,impedance_pneumography_peak_amp_mean,impedance_pneumography_peak_amp_std,impedance_pneumography_peak_amp_min,impedance_pneumography_peak_amp_max,impedance_pneumography_feet_amp_mean,impedance_pneumography_feet_amp_std,impedance_pneumography_tidal_excursion_mean,impedance_pneumography_tidal_excursion_std,impedance_pneumography_tidal_excursion_cv,impedance_pneumography_envelope_mean,impedance_pneumography_envelope_std,impedance_pneumography_envelope_max,impedance_pneumography_mean,impedance_pneumography_std,impedance_pneumography_var,impedance_pneumography_min,impedance_pneumography_max,impedance_pneumography_median,impedance_pneumography_range,impedance_pneumography_iqr,impedance_pneumography_skewness,impedance_pneumography_kurtosis,impedance_pneumography_rms,impedance_pneumography_energy,impedance_pneumography_zcr,impedance_pneumography_mav,impedance_pneumography_p5,impedance_pneumography_p25,impedance_pneumography_p75,impedance_pneumography_p95
1,2,2,msptd,60.24096385542169,0.0,60.24096385542169,60.24096385542169,60.24096385542169,0.996,0.0,0.0,0.0,0.0,0.867708092927119,0.11151306970466723,0.7561950232224518,0.9792211626317863,0.1636318153585229,0.622743117569861,0.7040762775685961,0.5112300478651938,0.7261003731451329,0.7459509879791649,0.2288743750378706,1.7805179974944896,0.24784039756666656,0.5204218859637213,0.27083893939003656,-0.4881699149326508,1.0,0.06690992494843973,1.4881699149326508,0.9811270895016138,0.07356674175925079,-1.5982895363870946,0.5764232837559912,456.1982002229428,0.0007283321194464676,0.4801895902965776,-0.47434894355400276,-0.2097073043343151,0.7714197851672987,0.984401602770967
