signal,signal_name,snr_db,snr_quality,n_r_peaks_raw,n_r_peaks_filtered,peak_rejection_rate,peak_consistency,rr_mean_ms,rr_std_ms,rr_cv,rr_regularity,n_impossible_rr,impossible_rr_pct,skewness,skewness_quality,kurtosis,kurtosis_quality,n_flatlines,flatline_pct,flatline_quality,peak_to_peak,rms_amplitude,amplitude_quality,qrs_band_ratio,qrs_band_quality,baseline_wander_ratio,baseline_wander_quality,seg_quality_mean,seg_quality_std,seg_quality_min,seg_quality_max,seg_n_good,seg_n_moderate,seg_n_poor,seg_total,overall_score,overall_quality,n_peaks_ampd,n_peaks_msptd,peak_method_agreement,peak_agreement_quality,bbi_cv,resp_rate_mean,bbi_regularity,n_impossible_breaths,impossible_breath_pct,breathing_band_ratio,breathing_band_quality
ref_lead1,ref_lead1,23.80288178399397,good,105.0,105.0,0.0,good,870.4615384615385,51.95651345058508,0.05968846543457105,very_regular,0.0,0.0,1.4569032724832833,moderate,14.624494300880048,poor,0,0.0,good,1.7489163416394016,0.16087714532039396,good,0.53445081739078,moderate,2.27245746657822e-05,good,64.09464107182174,0.47944917101300205,63.39529685141906,64.86864891770865,0.0,19.0,0.0,19.0,83.5,good,,,,,,,,,,,
ref_lead2,ref_lead2,27.937639713670805,good,105.0,105.0,0.0,good,870.5,51.91172240522292,0.059634373814156136,very_regular,0.0,0.0,2.6390617537114935,poor,16.643338946081954,poor,0,0.0,good,1.579311847894838,0.1549139866197033,good,0.5198649252685222,moderate,1.5299388284075574e-05,good,55.20391974227115,0.5453322017478817,54.416320923995144,56.254767048328375,0.0,19.0,0.0,19.0,79.5,good,,,,,,,,,,,
ref_lead3,ref_lead3,19.40387697773344,good,133.0,133.0,0.0,good,858.6363636363636,53.436633774977835,0.06223430084963009,very_regular,0.0,0.0,0.6434777217880221,good,10.350616810089795,poor,0,0.0,good,0.001020221958994507,9.985801232436771e-05,poor,0.7709295588105324,good,3.426807958022337e-05,good,68.59598523508845,2.590183718399551,62.4505876527939,72.38615122154982,8.0,15.0,0.0,23.0,86.5,good,,,,,,,,,,,
ref_respiration,ref_respiration,15.862434581537922,good,,,,,,,,,,,2.7308736918636156,poor,7.6713469117694295,poor,0,0.0,good,0.6896457696270301,0.12298355776515246,,,,,,,,,,,,,,65.5,moderate,7.0,12.0,0.5833333333333334,poor,0.25076191355829025,22.06472318801819,moderate,0.0,0.0,0.7971847842372867,good
