signal,signal_name,snr_db,snr_quality,n_r_peaks_raw,n_r_peaks_filtered,peak_rejection_rate,peak_consistency,rr_mean_ms,rr_std_ms,rr_cv,rr_regularity,n_impossible_rr,impossible_rr_pct,skewness,skewness_quality,kurtosis,kurtosis_quality,n_flatlines,flatline_pct,flatline_quality,peak_to_peak,rms_amplitude,amplitude_quality,qrs_band_ratio,qrs_band_quality,baseline_wander_ratio,baseline_wander_quality,seg_quality_mean,seg_quality_std,seg_quality_min,seg_quality_max,seg_n_good,seg_n_moderate,seg_n_poor,seg_total,overall_score,overall_quality,n_peaks_ampd,n_peaks_msptd,peak_method_agreement,peak_agreement_quality,bbi_cv,resp_rate_mean,bbi_regularity,n_impossible_breaths,impossible_breath_pct,breathing_band_ratio,breathing_band_quality
ref_lead1,ref_lead1,23.588379507307966,good,70.0,70.0,0.0,good,942.7826086956521,63.059408282229,0.06688647807098631,very_regular,0.0,0.0,3.1508287770571286,poor,17.73899934426556,poor,0,0.0,good,0.1173769984718305,0.011976503166697901,good,0.6445825561846823,moderate,2.9723577683458476e-05,good,51.296566487647524,0.43991639910377767,50.0,51.86652343149329,0.0,14.0,0.0,14.0,79.5,good,,,,,,,,,,,
ref_lead2,ref_lead2,21.980400849051122,good,70.0,70.0,0.0,good,942.7826086956521,63.28332187849589,0.06712398096317125,very_regular,0.0,0.0,1.3522563487805785,moderate,17.561666431262346,poor,0,0.0,good,0.3735633811252732,0.0338065052529536,good,0.58548662612359,moderate,2.2041335616150256e-05,good,64.85418011884975,0.4591930358969229,63.93078390615418,65.42120871802479,0.0,14.0,0.0,14.0,83.5,good,,,,,,,,,,,
ref_lead3,ref_lead3,16.480168837370982,good,125.0,124.0,0.008000000000000007,good,934.439024390244,116.01921247831686,0.12415921151626098,regular,0.0,0.0,1.1306365946588046,moderate,1071.7364479585956,poor,0,0.0,good,0.04603174125956275,0.0004897968391042483,poor,0.6566133680221865,moderate,1.6482460830342385e-06,good,55.93833823877952,4.708304498937374,35.21188291573934,62.6596585495884,0.0,23.0,1.0,24.0,76.75,good,,,,,,,,,,,
ref_respiration,ref_respiration,22.247661386241866,good,,,,,,,,,,,-0.3027616313689888,good,-1.275131550965449,good,0,0.0,good,1.8094844982958853,0.5462869037191277,,,,,,,,,,,,,,97.75,good,13.0,14.0,0.9285714285714286,good,0.04725163570980318,13.603069410533656,regular,0.0,0.0,0.8355732599799172,good
