signal,signal_name,snr_db,snr_quality,n_r_peaks_raw,n_r_peaks_filtered,peak_rejection_rate,peak_consistency,rr_mean_ms,rr_std_ms,rr_cv,rr_regularity,n_impossible_rr,impossible_rr_pct,skewness,skewness_quality,kurtosis,kurtosis_quality,n_flatlines,flatline_pct,flatline_quality,peak_to_peak,rms_amplitude,amplitude_quality,qrs_band_ratio,qrs_band_quality,baseline_wander_ratio,baseline_wander_quality,seg_quality_mean,seg_quality_std,seg_quality_min,seg_quality_max,seg_n_good,seg_n_moderate,seg_n_poor,seg_total,overall_score,overall_quality,n_peaks_ampd,n_peaks_msptd,peak_method_agreement,peak_agreement_quality,bbi_cv,resp_rate_mean,bbi_regularity,n_impossible_breaths,impossible_breath_pct,breathing_band_ratio,breathing_band_quality
ref_lead1,ref_lead1,29.390098551532514,good,33.0,33.0,0.0,good,1099.5,24.834451876375287,0.022587041270009357,very_regular,0.0,0.0,3.3377246188075356,poor,19.886964348795956,poor,0,0.0,good,1.4260144725110897,0.13879925669424706,good,0.5607708293665071,moderate,1.38992873538683e-05,good,50.136914755395544,0.18745535406267164,50.0,50.5468820174243,0.0,8.0,0.0,8.0,79.5,good,,,,,,,,,,,
ref_lead2,ref_lead2,19.348935107567577,good,33.0,33.0,0.0,good,1099.375,24.7206265090511,0.02248607300425342,very_regular,0.0,0.0,4.761601153148064,poor,31.798486271262213,poor,0,0.0,good,1.2513557261054156,0.1235093964914763,good,0.5725355165967533,moderate,8.915806034345956e-06,good,48.59330457005699,1.5627067486060293,45.65262965528013,50.0,0.0,8.0,0.0,8.0,79.5,good,,,,,,,,,,,
ref_lead3,ref_lead3,22.276416900279127,good,49.0,49.0,0.0,good,1090.5833333333333,27.135334692774453,0.024881486690096544,very_regular,0.0,0.0,-2.0156550420997275,poor,18.899736695495427,poor,0,0.0,good,0.0007315047678304978,6.498446044839396e-05,poor,0.8079954521576218,good,1.5074028555598289e-05,good,59.64301621259094,0.5943649332719732,58.344244797480926,60.69239750575938,0.0,11.0,0.0,11.0,77.5,good,,,,,,,,,,,
ref_respiration,ref_respiration,17.63240386532829,good,,,,,,,,,,,0.4064890484558034,good,-1.336253693924044,good,0,0.0,good,1.29118895662323,0.3854418812602224,,,,,,,,,,,,,,79.0,good,11.0,20.0,0.55,poor,0.2799821827826495,23.39901477832512,moderate,0.0,0.0,0.786101281050422,good
