signal,signal_name,snr_db,snr_quality,n_r_peaks_raw,n_r_peaks_filtered,peak_rejection_rate,peak_consistency,rr_mean_ms,rr_std_ms,rr_cv,rr_regularity,n_impossible_rr,impossible_rr_pct,skewness,skewness_quality,kurtosis,kurtosis_quality,n_flatlines,flatline_pct,flatline_quality,peak_to_peak,rms_amplitude,amplitude_quality,qrs_band_ratio,qrs_band_quality,baseline_wander_ratio,baseline_wander_quality,seg_quality_mean,seg_quality_std,seg_quality_min,seg_quality_max,seg_n_good,seg_n_moderate,seg_n_poor,seg_total,overall_score,overall_quality,n_peaks_ampd,n_peaks_msptd,peak_method_agreement,peak_agreement_quality,bbi_cv,resp_rate_mean,bbi_regularity,n_impossible_breaths,impossible_breath_pct,breathing_band_ratio,breathing_band_quality
ref_lead1,ref_lead1,13.647016966131325,good,60.0,60.0,0.0,good,1087.1186440677966,29.642551152682763,0.027267080106147226,very_regular,0.0,0.0,1.7814742248842337,moderate,2.00547098566474,good,0,0.0,good,1.327402992136076,0.29329126786163406,good,0.1681421384041152,poor,0.0027747961234988695,good,69.50101149618318,7.8854200904879015,57.677962288731734,87.64243362853263,7.0,7.0,0.0,14.0,90.5,good,,,,,,,,,,,
ref_lead2,ref_lead2,14.38439466282809,good,60.0,60.0,0.0,good,1087.1864406779662,29.658208099448792,0.027279781084239813,very_regular,0.0,0.0,2.50030199406392,poor,6.81760501238195,moderate,0,0.0,good,1.2288052076166163,0.1970035518839639,good,0.3367524251880019,poor,0.0019059177057072845,good,52.747206913704865,8.057344823377838,43.013011939125036,71.70954596243773,1.0,13.0,0.0,14.0,81.5,good,,,,,,,,,,,
ref_lead3,ref_lead3,14.847906427574033,good,103.0,103.0,0.0,good,1070.9411764705883,35.05928411330564,0.03273689058146742,very_regular,0.0,0.0,-2.8819404407827314,poor,11.702587814234471,poor,0,0.0,good,0.0007026659169818431,9.544942740327335e-05,poor,0.46835075874480797,moderate,0.0011395072293697893,good,42.67217124555773,6.338523179483196,30.06518728020617,55.34538718800949,0.0,15.0,8.0,23.0,75.0,good,,,,,,,,,,,
ref_respiration,ref_respiration,17.63240386532829,good,,,,,,,,,,,0.4064890484558034,good,-1.336253693924044,good,0,0.0,good,1.29118895662323,0.3854418812602224,,,,,,,,,,,,,,79.0,good,11.0,20.0,0.55,poor,0.2799821827826495,23.39901477832512,moderate,0.0,0.0,0.786101281050422,good
