peak_method,resp_rate_mean,resp_rate_std,resp_rate_min,resp_rate_max,resp_rate_median,bbi_mean,bbi_std,bbi_cv,bbi_rmssd,peak_amp_mean,peak_amp_std,n_breaths,signal_mean,signal_std,signal_rms,segment,start_sec,end_sec
ampd,37.34826396521646,14.43591271987667,21.008403361344538,55.147058823529406,36.61879683799596,1.889,0.7408555864674301,0.39219459315374805,1.5592357102118972,0.6988833989454932,0.13724241790748037,5,0.40364597966121374,0.18480370734756849,0.44393973368698003,0,0.0,10.0
ampd,13.123359580052494,0.0,13.123359580052494,13.123359580052494,13.123359580052494,4.572,0.0,0.0,0.0,0.6494919873269296,0.1738403155568501,2,0.29789120208225783,0.16582272657225547,0.34093451706430306,1,10.0,20.0
ampd,17.132861849064586,3.1923414029679327,13.940520446096654,20.32520325203252,17.132861849064586,3.628,0.6760000000000002,0.1863285556780596,1.3520000000000003,0.4797147589372462,0.021696119979720402,3,0.2800182911720068,0.1312804519555053,0.30926493570486213,2,20.0,30.0
ampd,13.489208633093524,0.0,13.489208633093524,13.489208633093524,13.489208633093524,4.448,0.0,0.0,0.0,0.5487294777248602,0.07703087248694249,2,0.2656569020713646,0.14326025417655108,0.30182294486152744,3,30.0,40.0
simple_threshold,31.38108111668944,8.888509344233439,21.27659574468085,40.65040650406504,31.798661109005938,2.081,0.5985808216105825,0.2876409522395879,1.2317770361013662,0.5579991106157289,0.07426417544145618,5,0.32970615675102455,0.14054676064874896,0.3584125300940076,4,40.0,50.0
ampd,42.41674858687639,7.896332641257306,31.25,48.07692307692308,47.92332268370607,1.4733333333333334,0.31584525043480105,0.21437460436751202,0.6700029850679771,0.5425003475689713,0.08889545116772683,4,0.32161209964972737,0.1285786407873851,0.34636225185178243,5,50.0,60.0
