segment,start_sec,end_sec,dev_resp_rate_mean,ref_resp_rate_mean,AE_resp_rate_mean,dev_spi,ref_spi,AE_spi
3,90.0,120.0,15.629828852176402,18.99607375916305,3.3662449069866476,0.4526222565057383,0.6537925398027791,0.2011702832970408
