segment,start_sec,end_sec,dev_resp_rate_mean,ref_resp_rate_mean,AE_resp_rate_mean,dev_spi,ref_spi,AE_spi
0,0.0,30.0,38.62556118299138,22.637619775342042,15.987941407649341,0.45977706248409145,0.6305903942608593,0.17081333177676783
1,30.0,60.0,35.3169812492816,23.018053130561036,12.298928118720568,0.4176264581578541,0.6614128057139266,0.24378634755607248
2,60.0,90.0,39.09433052887892,20.455119222850236,18.639211306028685,0.4193093464340853,0.580900213050825,0.16159086661673966
3,90.0,120.0,38.230408335688864,18.321459190739553,19.90894914494931,0.4226267774960487,0.5514490819437423,0.1288223044476936
