segment,start_sec,end_sec,dev_resp_rate_mean,ref_resp_rate_mean,AE_resp_rate_mean,dev_spi_mean,ref_spi_mean,AE_spi_mean
0,0.0,30.0,13.574572205065701,13.60912172735855,0.03454952229284913,0.10742114479207479,0.68509733370838,0.5776761889163052
1,30.0,60.0,13.57277255567459,13.518761129825936,0.05401142584865326,0.0975466953475557,0.73923605215941,0.6416893568118544
2,60.0,90.0,14.948348403718407,14.958121660369779,0.009773256651371298,0.06835520824518894,0.7166971374871072,0.6483419292419182
3,90.0,120.0,15.18369719447153,15.013005117243296,0.1706920772282352,0.12379917012151823,0.6791387991124714,0.5553396289909532
