feature,device,reference,abs_diff,pct_diff,direction
mean,0.24784039756666656,0.2547079009098309,0.006867503343164355,2.6962270579880903,lower
peak_amp_max,0.9792211626317863,0.979758208184086,0.0005370455522997197,0.05481409064131205,lower
n_peaks_ampd,1.0,1.0,0.0,0.0,equal
max,1.0,1.0,0.0,0.0,equal
zcr,0.0007283321194464676,0.0007283321194464676,0.0,0.0,equal
