segment,start_sec,end_sec,dev_resp_rate_mean,ref_resp_rate_mean,AE_resp_rate_mean,dev_spi_mean,ref_spi_mean,AE_spi_mean
0,0.0,30.0,13.507686333143562,13.60912172735855,0.10143539421498815,0.10060111149107143,0.68509733370838,0.5844962222173086
1,30.0,60.0,13.532474495676919,13.518761129825936,0.013713365850982484,0.09124741560068785,0.73923605215941,0.6479886365587222
2,60.0,90.0,12.61674543837389,14.958121660369779,2.3413762219958887,0.1733060197904885,0.7166971374871072,0.5433911176966186
3,90.0,120.0,14.9092737904243,15.013005117243296,0.10373132681899655,0.12537667656174437,0.6791387991124714,0.5537621225507271
