segment,start_sec,end_sec,dev_resp_rate_mean,ref_resp_rate_mean,AE_resp_rate_mean,dev_spi_mean,ref_spi_mean,AE_spi_mean
0,0.0,30.0,41.660499643937264,13.60912172735855,28.051377916578716,0.3718105375247001,0.68509733370838,0.3132867961836799
1,30.0,60.0,55.43716878749324,13.518761129825936,41.9184076576673,0.3644142467793014,0.73923605215941,0.3748218053801086
2,60.0,90.0,15.55054106292358,14.958121660369779,0.5924194025538014,0.3615564370413135,0.7166971374871072,0.35514070044579366
3,90.0,120.0,69.9504522190856,15.013005117243296,54.93744710184231,0.41317964514115146,0.6791387991124714,0.26595915397132
