segment,start_sec,end_sec,dev_resp_rate_mean,ref_resp_rate_mean,AE_resp_rate_mean,dev_spi_mean,ref_spi_mean,AE_spi_mean
0,0.0,30.0,32.16008576022869,23.603461841070022,8.556623919158667,0.3578218877027097,0.727219782438102,0.36939789473539236
1,30.0,60.0,11.741682974559685,24.425989252564733,12.684306278005048,0.3670629719194157,0.7074676896739178,0.3404047177545021
2,60.0,90.0,14.628437682855473,23.692523692523693,9.06408600966822,0.4406454340449403,0.722230330244312,0.28158489619937177
3,90.0,120.0,17.95690343176377,22.010271460014675,4.053368028250905,0.4270174268067374,0.6778091183822045,0.2507916915754671
