segment,start_sec,end_sec,dev_resp_rate_mean,ref_resp_rate_mean,AE_resp_rate_mean,dev_spi_mean,ref_spi_mean,AE_spi_mean
0,0.0,30.0,13.526612015948064,13.60912172735855,0.08250971141048602,0.12931062787549513,0.68509733370838,0.5557867058328849
1,30.0,60.0,14.197306410433104,13.518761129825936,0.6785452806071675,0.12594203812926003,0.73923605215941,0.6132940140301499
2,60.0,90.0,14.975518052012307,14.958121660369779,0.01739639164252793,0.13974640639104974,0.7166971374871072,0.5769507310960574
3,90.0,120.0,14.769709146982034,15.013005117243296,0.24329597026126137,0.1652071608033502,0.6791387991124714,0.5139316383091213
