segment,start_sec,end_sec,dev_resp_rate_mean,ref_resp_rate_mean,AE_resp_rate_mean,dev_spi_mean,ref_spi_mean,AE_spi_mean
0,0.0,30.0,13.702657056819707,13.60912172735855,0.09353532946115628,0.16387838299870458,0.68509733370838,0.5212189507096754
1,30.0,60.0,13.639273787269964,13.518761129825936,0.12051265744402784,0.14181871250912664,0.73923605215941,0.5974173396502833
2,60.0,90.0,15.321242476796096,14.958121660369779,0.3631208164263171,0.13416732344804974,0.7166971374871072,0.5825298140390575
3,90.0,120.0,16.07467195301221,15.013005117243296,1.0616668357689143,0.18655091480823882,0.6791387991124714,0.4925878843042326
