segment,start_sec,end_sec,dev_rr_impedance_pneumography,ref_rr_impedance_pneumography,AE_rr_impedance_pneumography,dev_rr_gyry_ribs_imu,ref_rr_gyry_ribs_imu,AE_rr_gyry_ribs_imu,dev_rr_mean_fused,ref_rr_mean_fused,AE_rr_mean_fused
0,0.0,30.0,17.722570512676896,5.66465256797583,12.057917944701066,19.281608058092647,5.66465256797583,13.616955490116817,18.50208928538477,5.66465256797583,12.83743671740894
1,30.0,60.0,19.26150134652228,7.16982057064418,12.0916807758781,19.29044095368131,7.16982057064418,12.120620383037128,19.275971150101796,7.16982057064418,12.106150579457616
2,60.0,90.0,16.925754250698947,11.284438347596415,5.641315903102532,15.032047771036284,11.284438347596415,3.7476094234398687,15.978901010867617,11.284438347596415,4.694462663271201
3,90.0,120.0,19.777213051804537,10.997102484482268,8.78011056732227,21.44556819697298,10.997102484482268,10.448465712490714,20.61139062438876,10.997102484482268,9.614288139906494
4,120.0,150.0,21.553070936931828,9.92439587741586,11.628675059515968,21.450001619194797,9.92439587741586,11.525605741778937,21.501536278063313,9.92439587741586,11.577140400647453
