segment,start_sec,end_sec,dev_resp_rate_mean,ref_resp_rate_mean,AE_resp_rate_mean,dev_spi_mean,ref_spi_mean,AE_spi_mean
0,0.0,30.0,13.584924713875006,13.60912172735855,0.024197013483544083,0.1985767171407387,0.68509733370838,0.4865206165676413
1,30.0,60.0,13.619013919024926,13.518761129825936,0.10025278919898994,0.24213567274455403,0.73923605215941,0.49710037941485596
2,60.0,90.0,14.90414138907624,14.958121660369779,0.053980271293537996,0.1850303073253519,0.7166971374871072,0.5316668301617553
3,90.0,120.0,14.93309404189669,15.013005117243296,0.07991107534660635,0.23644988222174992,0.6791387991124714,0.44268891689072154
