signal_mean,signal_std,signal_rms,signal_energy,peak_method,n_breaths,resp_rate_mean,resp_rate_std,resp_rate_min,resp_rate_max,resp_rate_median,bbi_mean,bbi_std,bbi_cv,bbi_rmssd,peak_amp_mean,peak_amp_std,spi,spectral_rqi,dominant_freq_hz,ac_rqi,dominant_period_sec,segment,start_sec,end_sec
<<<<<<< HEAD
0.10410682331832326,0.45640429513005126,0.46812723833867165,1643.5733345594363,ampd,7,19.24540982903332,5.933352650944779,10.744985673352437,30.48780487804878,17.860205619160883,3.4293333333333327,1.093663364822812,0.31891427823371277,1.9276364802524357,0.18989030328017328,0.06513405597360394,0.6461984122035136,0.5398091901323898,0.12197720512815893,0.38321848893218824,1.248,0,0.0,30.0
-0.0018904219263002346,0.08926123858410649,0.08928125451979389,59.783568064711645,ampd,9,19.402234900423228,1.9963188638651996,15.060240963855422,21.770682148040642,19.317458106117897,3.1294999999999997,0.36342227504653596,0.11612790383337146,0.553313137898811,0.13330649060502484,0.040675165369666116,0.9915717711866731,0.5520293372933612,0.30346423117931315,0.5848810256647008,3.04,1,30.0,60.0
0.001768054870973932,0.0818693298548845,0.0818884191379627,50.292848916859924,ampd,6,14.012295105139753,3.4074657636158348,10.121457489878543,20.053475935828878,12.95336787564767,4.516,0.9857155776389049,0.21827182852942978,1.2815693504449925,0.14011884952709297,0.06102806150076804,0.9910931368300958,0.5107179461371971,0.2811123305235636,0.2706382181066731,3.336,2,60.0,90.0
-0.004032316600596952,0.05809427063519868,0.058234043804317404,25.434028933523688,ampd,11,24.4754660474649,3.603217475144128,19.841269841269842,32.05128205128205,23.882145975978638,2.5016000000000003,0.3444610863363233,0.13769630889683532,0.2090401343708374,0.06196245242365852,0.0510256934702619,0.9660848115304532,0.6471259970711281,0.3507791274426467,0.48614757614066145,2.9,3,90.0,120.0
-0.0586156853054978,0.22399330264912568,0.2315357384843557,402.06598646621967,ampd,9,22.477562453850233,1.052157034043486,21.156558533145276,24.711696869851732,22.388059701492537,2.675,0.12135485157174389,0.04536629965298837,0.17290790281864749,0.1141904176099474,0.02884045051165362,0.6318614914178565,0.31424313413002636,0.36417589010242307,0.3194949377624583,1.248,4,120.0,150.0
=======
-0.047448108441497806,2.5465425863931506,2.5469845832491007,48653.478504814455,ampd,6,13.60912172735855,0.5626231983686588,13.066202090592336,14.691478942213518,13.404825737265416,4.4159999999999995,0.17404367268016394,0.039412063559819736,0.27996428343629876,3.1598374481817353,0.07514797569803344,0.9964337259868729,0.907497164493481,0.23270411561935722,0.8445982635239248,4.42,0,0.0,30.0
0.025865676621408224,2.602028297435597,2.6021568542043494,50784.152204120066,ampd,6,13.518761129825936,0.8357940166778033,12.755102040816327,15.045135406218655,13.297872340425533,4.4544,0.2610820560666703,0.05861217135117419,0.34229227277284535,3.341200341836396,0.33531474996655425,0.990931463091373,0.9262260859260825,0.23278196282217267,0.799201867790107,4.4,1,30.0,60.0
0.032333036915112114,2.3342365028490257,2.3344604251323267,40872.79107381753,ampd,6,14.958121660369779,0.593056300111518,14.005602240896359,15.723270440251573,14.82213438735178,4.0176,0.16156435250388615,0.04021414588408158,0.18728587773775152,2.9806469711321277,0.24304147513882762,0.9778786593804296,0.8180703729327988,0.2425130800665191,0.8575047176932078,3.976,2,60.0,90.0
0.051912986311103776,2.3150897639618053,2.315671732640113,40217.51680011348,ampd,6,15.013005117243296,1.21898416891127,13.774104683195592,16.611295681063122,14.45086705202312,4.0224,0.31870337306027996,0.07923214326279832,0.5013142726873034,3.0322442677696766,0.3659731789596757,0.9877163217359914,0.8783553188127484,0.24378348937328131,0.8076574214407574,4.012,3,90.0,120.0
>>>>>>> 0af7f45debd8126668931449cffcd6ead073bb90
